report_date,region,egg_class,volume,pct_chg_last_week,package
03/11/2024,Midwest (MW),Total,492.5,7.5%,30-dozen cases in thousands
03/11/2024,South Central (SC),Total,254.9,1.0%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Total,117.7,-4.7%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Total,69.9,-9.5%,30-dozen cases in thousands
03/11/2024,6-Area,Total,1387,2.1%,30-dozen cases in thousands
03/11/2024,N/A,Breaking Stock,326.7,1.3%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Misc,8.6,-25.6%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Misc,11.8,26.6%,30-dozen cases in thousands
03/11/2024,6-Area,Misc,77.1,11.8%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Jumbo,2.3,20.7%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Jumbo,5.1,4.2%,30-dozen cases in thousands
03/11/2024,South Central (SC),Jumbo,8.3,22.3%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Jumbo,21.7,25.9%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Jumbo,10,7.2%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Jumbo,13.4,-8.5%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Specialty,8.5,13.9%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Specialty,14.1,-11.2%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
03/11/2024,South Central (SC),Specialty,3.2,-47.0%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Specialty,5.4,13.2%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Specialty,1.8,21.5%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Cage-Free,103.9,-6.9%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Cage-Free,23.6,32.8%,30-dozen cases in thousands
03/11/2024,6-Area,Cage-Free,314.1,-0.7%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Organic,1.1,2.8%,30-dozen cases in thousands
03/11/2024,6-Area,Organic,85.8,3.9%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Cage-Free,3.7,-12.4%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Cage-Free,18.5,5.8%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Cage-Free,133.4,-5.3%,30-dozen cases in thousands
03/11/2024,South Central (SC),Cage-Free,31,25.9%,30-dozen cases in thousands
03/11/2024,6-Area,Specialty,33.1,-7.5%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Organic,16.2,-7.9%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Organic,9.3,2.5%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Organic,42.3,2.9%,30-dozen cases in thousands
03/11/2024,South Central (SC),Organic,11.8,21.3%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Organic,5.1,31.5%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Extra Large,16.3,-4.1%,30-dozen cases in thousands
03/11/2024,South Central (SC),Extra Large,36.8,9.4%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Extra Large,31.2,-9.6%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Extra Large,30.6,9.7%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Extra Large,34.4,9.7%,30-dozen cases in thousands
03/11/2024,6-Area,Jumbo,60.7,11.2%,30-dozen cases in thousands
03/11/2024,South Central (SC),Large,142.7,-2.7%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Large,182.3,7.9%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Large,176.6,2.6%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Large,82.9,-2.9%,30-dozen cases in thousands
03/11/2024,6-Area,Extra Large,155.4,3.0%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Extra Large,6.1,-8.0%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Medium,25,1.7%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Medium,14.7,-7.6%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Medium,14.1,-10.9%,30-dozen cases in thousands
03/11/2024,6-Area,Large,699.7,0.2%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Large,51.3,-12.4%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Large,63.9,-4.3%,30-dozen cases in thousands
03/11/2024,Southeast (SE),Small,0.3,-46.2%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Small,6.6,-9.2%,30-dozen cases in thousands
03/11/2024,6-Area,Medium,101.4,-5.8%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Medium,6.7,-19.3%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Medium,18.4,-3.0%,30-dozen cases in thousands
03/11/2024,South Central (SC),Medium,22.4,-6.9%,30-dozen cases in thousands
03/11/2024,Northeast (NE),Ungraded,6.3,-24.2%,30-dozen cases in thousands
03/11/2024,6-Area,Small,12.5,1.6%,30-dozen cases in thousands
03/11/2024,South Central (SC),Misc,18.4,13.3%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Misc,4,-9.8%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
03/11/2024,Southeast (SE),Ungraded,41.7,9.2%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Ungraded,197.4,6.9%,30-dozen cases in thousands
03/11/2024,South Central (SC),Ungraded,24.3,1.3%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Ungraded,9.1,-11.9%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Ungraded,1.4,187.8%,30-dozen cases in thousands
03/11/2024,6-Area,Ungraded,280.2,5.4%,30-dozen cases in thousands
03/11/2024,Midwest (MW),Small,0.6,-32.6%,30-dozen cases in thousands
03/11/2024,South Central (SC),Small,2.1,88.0%,30-dozen cases in thousands
03/11/2024,Southwest (SW),Small,0.9,-24.2%,30-dozen cases in thousands
03/11/2024,Northwest (NW),Small,2,54.9%,30-dozen cases in thousands
03/04/2024,6-Area,Extra Large,150.9,8.9%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Extra Large,6.6,40.1%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Medium,24.6,-1.8%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Jumbo,14.6,-6.7%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Jumbo,9.3,5.4%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Jumbo,17.2,11.7%,30-dozen cases in thousands
03/04/2024,South Central (SC),Jumbo,6.8,-1.5%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Jumbo,4.9,5.6%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Jumbo,1.9,-13.5%,30-dozen cases in thousands
03/04/2024,6-Area,Misc,68.9,9.4%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Misc,9.3,-2.6%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Medium,15.9,-1.4%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Medium,15.8,9.8%,30-dozen cases in thousands
03/04/2024,6-Area,Large,698.4,-3.4%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Large,58.6,-12.4%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Large,66.8,-1.0%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Small,0.5,-41.9%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Small,7.3,-5.4%,30-dozen cases in thousands
03/04/2024,6-Area,Medium,107.6,0.1%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Medium,8.3,-26.9%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Medium,19,-1.1%,30-dozen cases in thousands
03/04/2024,South Central (SC),Medium,24.1,11.9%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Ungraded,8.3,36.2%,30-dozen cases in thousands
03/04/2024,6-Area,Small,12.3,-12.4%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Small,1.3,83.7%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Small,1.2,-22.5%,30-dozen cases in thousands
03/04/2024,South Central (SC),Small,1.1,10.8%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Small,0.9,-59.1%,30-dozen cases in thousands
03/04/2024,6-Area,Ungraded,265.8,-2.6%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Ungraded,0.5,36.3%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Ungraded,10.3,-1.9%,30-dozen cases in thousands
03/04/2024,South Central (SC),Ungraded,24,7.9%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Ungraded,184.6,-0.8%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Ungraded,38.2,-20.0%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
03/04/2024,Southwest (SW),Misc,4.4,6.3%,30-dozen cases in thousands
03/04/2024,South Central (SC),Misc,16.2,4.0%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Misc,27.6,26.5%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Misc,11.5,-4.0%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Large,85.4,4.0%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Large,172.1,-7.8%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Large,168.9,-6.3%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Organic,3.9,-44.6%,30-dozen cases in thousands
03/04/2024,South Central (SC),Organic,9.7,-1.9%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Organic,41.1,-2.4%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Organic,9.1,15.7%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Organic,17.6,9.1%,30-dozen cases in thousands
03/04/2024,6-Area,Specialty,35.8,1.7%,30-dozen cases in thousands
03/04/2024,South Central (SC),Cage-Free,24.6,-7.0%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Cage-Free,140.8,2.9%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Cage-Free,17.5,-19.0%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Cage-Free,4.2,-10.3%,30-dozen cases in thousands
03/04/2024,6-Area,Organic,82.6,-2.6%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Organic,1.1,-38.1%,30-dozen cases in thousands
03/04/2024,6-Area,Cage-Free,316.5,-0.3%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Cage-Free,17.8,2.8%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Cage-Free,111.6,0.9%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Specialty,1.5,24.8%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Specialty,4.8,34.4%,30-dozen cases in thousands
03/04/2024,South Central (SC),Specialty,6,72.6%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
03/04/2024,Southeast (SE),Specialty,15.9,-12.8%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Specialty,7.5,-13.3%,30-dozen cases in thousands
03/04/2024,South Central (SC),Large,146.6,4.8%,30-dozen cases in thousands
03/04/2024,6-Area,Jumbo,54.6,2.0%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Extra Large,31.4,12.9%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Extra Large,27.9,-5.1%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Extra Large,34.5,-3.4%,30-dozen cases in thousands
03/04/2024,South Central (SC),Extra Large,33.6,40.4%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Extra Large,17,-1.2%,30-dozen cases in thousands
03/04/2024,N/A,Breaking Stock,322.5,1.8%,30-dozen cases in thousands
03/04/2024,6-Area,Total,1358.5,-1.0%,30-dozen cases in thousands
03/04/2024,Northwest (NW),Total,77.2,-10.4%,30-dozen cases in thousands
03/04/2024,Southwest (SW),Total,123.5,-0.8%,30-dozen cases in thousands
03/04/2024,South Central (SC),Total,252.3,9.2%,30-dozen cases in thousands
03/04/2024,Midwest (MW),Total,458.3,-1.8%,30-dozen cases in thousands
03/04/2024,Southeast (SE),Total,275.4,-8.7%,30-dozen cases in thousands
03/04/2024,Northeast (NE),Total,172,5.4%,30-dozen cases in thousands
04/29/2024,N/A,Breaking Stock,344.6,11.3%,30-dozen cases in thousands
04/29/2024,6-Area,Total,1341.5,0.8%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Total,64.9,-6.4%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Total,142,-4.7%,30-dozen cases in thousands
04/29/2024,South Central (SC),Total,265.4,5.8%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Total,424.4,-1.2%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Total,286.3,0.6%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Total,158.5,7.2%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Jumbo,9.9,-0.1%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Jumbo,9.1,9.8%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Jumbo,18.3,20.5%,30-dozen cases in thousands
04/29/2024,South Central (SC),Jumbo,11.8,34.2%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Jumbo,4.7,0.1%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Jumbo,2,20.5%,30-dozen cases in thousands
04/29/2024,6-Area,Misc,68,14.7%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Misc,10.2,46.3%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Misc,8.4,6.8%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Extra Large,17.7,-21.8%,30-dozen cases in thousands
04/29/2024,South Central (SC),Extra Large,32.8,-3.7%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Extra Large,34.2,2.1%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Extra Large,29,-0.1%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Extra Large,27.8,19.8%,30-dozen cases in thousands
04/29/2024,6-Area,Jumbo,55.9,15.0%,30-dozen cases in thousands
04/29/2024,South Central (SC),Large,155.1,1.1%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Large,162.9,3.9%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Large,185.1,4.5%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Large,79.1,2.5%,30-dozen cases in thousands
04/29/2024,6-Area,Extra Large,145.8,-1.3%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Extra Large,4.3,-17.0%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Medium,29.1,-13.1%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Medium,13.9,-14.1%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Medium,15.6,5.8%,30-dozen cases in thousands
04/29/2024,6-Area,Large,712.1,2.4%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Large,49.5,-8.0%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Large,80.4,4.1%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Small,0.3,56.5%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Small,7.1,9.9%,30-dozen cases in thousands
04/29/2024,6-Area,Medium,110.8,-0.9%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Medium,6.9,-0.3%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Medium,22,-5.5%,30-dozen cases in thousands
04/29/2024,South Central (SC),Medium,23.4,35.1%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Ungraded,8.8,-6.4%,30-dozen cases in thousands
04/29/2024,6-Area,Small,12.4,-12.8%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Small,0.2,5.0%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Small,3.7,-36.6%,30-dozen cases in thousands
04/29/2024,South Central (SC),Small,0.2,-52.6%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Small,0.8,-19.1%,30-dozen cases in thousands
04/29/2024,6-Area,Ungraded,236.4,-6.8%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Ungraded,1.9,27.7%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Ungraded,9,-24.2%,30-dozen cases in thousands
04/29/2024,South Central (SC),Ungraded,24.5,16.8%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Ungraded,151.7,-7.5%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Ungraded,40.5,-11.7%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
04/29/2024,Southwest (SW),Misc,4.4,30.7%,30-dozen cases in thousands
04/29/2024,South Central (SC),Misc,17.5,11.3%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Misc,27.4,8.0%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Organic,4.5,-0.7%,30-dozen cases in thousands
04/29/2024,South Central (SC),Organic,11.1,-0.3%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Organic,35.1,-12.8%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Organic,9.3,3.0%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Organic,15.1,-7.4%,30-dozen cases in thousands
04/29/2024,6-Area,Specialty,36.5,-14.8%,30-dozen cases in thousands
04/29/2024,South Central (SC),Cage-Free,33.6,8.7%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Cage-Free,105.8,-7.5%,30-dozen cases in thousands
04/29/2024,Southeast (SE),Cage-Free,24.9,-3.0%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Cage-Free,3.8,-2.9%,30-dozen cases in thousands
04/29/2024,6-Area,Organic,76.9,-7.2%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Organic,1.9,5.9%,30-dozen cases in thousands
04/29/2024,6-Area,Cage-Free,344.7,-3.9%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Cage-Free,49.2,-9.1%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Cage-Free,127.4,-1.9%,30-dozen cases in thousands
04/29/2024,Northwest (NW),Specialty,1.5,-14.9%,30-dozen cases in thousands
04/29/2024,Southwest (SW),Specialty,6.4,-45.3%,30-dozen cases in thousands
04/29/2024,South Central (SC),Specialty,4.5,-18.9%,30-dozen cases in thousands
04/29/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
04/29/2024,Southeast (SE),Specialty,15.5,4.8%,30-dozen cases in thousands
04/29/2024,Northeast (NE),Specialty,8.6,-5.7%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Extra Large,5.2,41.4%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Medium,33.5,26.3%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Medium,16.2,3.7%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Medium,14.7,-22.4%,30-dozen cases in thousands
04/22/2024,6-Area,Large,695.7,-0.7%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Large,53.8,-0.5%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Large,77.3,1.9%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Small,0.2,-12.5%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Small,6.5,1.9%,30-dozen cases in thousands
04/22/2024,6-Area,Medium,111.9,2.8%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Medium,6.9,-14.1%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Medium,23.3,25.5%,30-dozen cases in thousands
04/22/2024,South Central (SC),Medium,17.3,-18.0%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Ungraded,9.4,-1.5%,30-dozen cases in thousands
04/22/2024,6-Area,Small,14.2,9.4%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Small,0.2,11.0%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Small,5.8,113.3%,30-dozen cases in thousands
04/22/2024,South Central (SC),Small,0.5,76.7%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Small,1,-67.3%,30-dozen cases in thousands
04/22/2024,6-Area,Ungraded,253.7,2.5%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Ungraded,1.5,5.1%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Ungraded,11.9,-5.4%,30-dozen cases in thousands
04/22/2024,South Central (SC),Ungraded,21,40.1%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Ungraded,164,-0.3%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Ungraded,45.9,3.6%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
04/22/2024,Southwest (SW),Misc,3.4,-11.6%,30-dozen cases in thousands
04/22/2024,South Central (SC),Misc,15.7,14.9%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Extra Large,22.6,36.4%,30-dozen cases in thousands
04/22/2024,South Central (SC),Extra Large,34.1,14.0%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Extra Large,33.5,16.1%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Extra Large,29,-1.9%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Extra Large,23.2,7.0%,30-dozen cases in thousands
04/22/2024,6-Area,Jumbo,48.6,0.2%,30-dozen cases in thousands
04/22/2024,South Central (SC),Large,153.4,7.7%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Misc,25.4,-15.2%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Misc,7.9,-4.2%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Misc,7,-3.7%,30-dozen cases in thousands
04/22/2024,6-Area,Misc,59.3,-5.7%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Jumbo,1.7,20.3%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Jumbo,4.7,4.6%,30-dozen cases in thousands
04/22/2024,South Central (SC),Jumbo,8.8,19.0%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Jumbo,15.2,0.1%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Large,156.8,-8.6%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Large,177.1,1.6%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Large,77.2,-5.8%,30-dozen cases in thousands
04/22/2024,6-Area,Extra Large,147.7,13.3%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Jumbo,9.9,-10.9%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Jumbo,8.3,-6.6%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Organic,4.5,24.6%,30-dozen cases in thousands
04/22/2024,South Central (SC),Organic,11.1,-10.0%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Organic,40.2,-1.3%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Organic,9,-13.8%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Organic,16.3,-4.7%,30-dozen cases in thousands
04/22/2024,6-Area,Specialty,42.8,20.9%,30-dozen cases in thousands
04/22/2024,South Central (SC),Cage-Free,30.9,0.6%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Cage-Free,114.3,-1.3%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Total,147.9,-5.7%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Total,284.6,1.2%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Total,429.4,-2.3%,30-dozen cases in thousands
04/22/2024,South Central (SC),Total,250.9,9.1%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Total,149,10.6%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Total,69.3,0.9%,30-dozen cases in thousands
04/22/2024,6-Area,Total,1331.1,1.5%,30-dozen cases in thousands
04/22/2024,N/A,Breaking Stock,309.5,0.2%,30-dozen cases in thousands
04/22/2024,Southeast (SE),Cage-Free,25.7,11.8%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Cage-Free,3.9,13.7%,30-dozen cases in thousands
04/22/2024,6-Area,Organic,82.8,-3.5%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Organic,1.8,4.0%,30-dozen cases in thousands
04/22/2024,6-Area,Cage-Free,358.8,2.2%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Cage-Free,54.1,-2.2%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Cage-Free,129.9,5.9%,30-dozen cases in thousands
04/22/2024,Northwest (NW),Specialty,1.8,-5.9%,30-dozen cases in thousands
04/22/2024,Southwest (SW),Specialty,11.7,129.7%,30-dozen cases in thousands
04/22/2024,South Central (SC),Specialty,5.5,21.4%,30-dozen cases in thousands
04/22/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
04/22/2024,Southeast (SE),Specialty,14.8,-5.4%,30-dozen cases in thousands
04/22/2024,Northeast (NE),Specialty,9.1,9.3%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Organic,3.6,11.1%,30-dozen cases in thousands
04/15/2024,South Central (SC),Organic,12.3,-18.4%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Organic,40.7,-0.7%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Organic,10.4,-8.1%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Organic,17.1,-1.3%,30-dozen cases in thousands
04/15/2024,6-Area,Specialty,35.4,9.8%,30-dozen cases in thousands
04/15/2024,South Central (SC),Cage-Free,30.7,-10.1%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Cage-Free,115.8,-3.2%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Cage-Free,23,17.3%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Cage-Free,3.4,16.1%,30-dozen cases in thousands
04/15/2024,6-Area,Organic,85.8,-4.4%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Organic,1.7,-8.5%,30-dozen cases in thousands
04/15/2024,6-Area,Cage-Free,350.9,4.4%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Cage-Free,55.3,-1.7%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Cage-Free,122.7,18.4%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Specialty,1.9,16.9%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Specialty,5.1,36.7%,30-dozen cases in thousands
04/15/2024,South Central (SC),Specialty,4.5,25.7%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
04/15/2024,Southeast (SE),Specialty,15.6,1.6%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Specialty,8.3,4.3%,30-dozen cases in thousands
04/15/2024,N/A,Breaking Stock,309,1.9%,30-dozen cases in thousands
04/15/2024,6-Area,Total,1311.2,-1.4%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Total,68.7,0.5%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Total,134.7,18.2%,30-dozen cases in thousands
04/15/2024,South Central (SC),Total,230,-2.8%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Total,439.6,-6.0%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Total,281.2,0.7%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Total,156.9,-4.2%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Jumbo,11.1,-3.2%,30-dozen cases in thousands
04/15/2024,Southeast (SE),Jumbo,8.9,10.3%,30-dozen cases in thousands
04/15/2024,Midwest (MW),Jumbo,15.2,-7.0%,30-dozen cases in thousands
04/15/2024,South Central (SC),Jumbo,7.4,-1.0%,30-dozen cases in thousands
04/15/2024,Southwest (SW),Jumbo,4.5,23.9%,30-dozen cases in thousands
04/15/2024,Northwest (NW),Jumbo,1.4,-9.5%,30-dozen cases in thousands
04/15/2024,6-Area,Misc,62.9,-6.8%,30-dozen cases in thousands
04/15/2024,Northeast (NE),Misc,7.3,-22.7%,30-dozen cases in thousands
