report_date,region,class,type,volume,pct_chg_last_week,package,commodity,final_ind
04/08/2024,Southeast (SE),Cage-Free,Cage-Free,19.6,-8.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Cage-Free,Cage-Free,119.6,8.1%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Cage-Free,Cage-Free,34.1,16.2%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Specialty,Specialty,32.2,-2.7%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Organic,Organic,17.3,-8.7%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Organic,Organic,11.3,21.7%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Organic,Organic,41,-1.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Organic,Organic,15.1,5.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Organic,Organic,3.2,-13.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Ungraded,N/A,44.4,15.6%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Misc,N/A,3.3,28.1%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Misc,N/A,15.2,-11.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Misc,N/A,30.8,6.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Misc,N/A,8.7,-2.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Misc,N/A,9.4,-7.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Misc,N/A,67.5,-0.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Jumbo,N/A,1.5,-28.3%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Jumbo,N/A,3.6,-0.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Jumbo,N/A,7.5,2.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Jumbo,N/A,16.3,-16.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Jumbo,N/A,8.1,20.2%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Jumbo,N/A,11.5,0.2%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Total,N/A,163.7,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Total,N/A,279.4,10.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Total,N/A,467.9,16.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Total,N/A,236.6,20.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Total,N/A,113.9,2.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Total,N/A,68.4,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Total,N/A,1330,10.3%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,N/A,Breaking Stock,N/A,303.2,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Extra Large,N/A,3.9,-14.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Medium,N/A,26.8,33.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Medium,N/A,13.7,-12.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Medium,N/A,19.9,1.3%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Large,N/A,685.8,14.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Large,N/A,52.2,-6.6%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Large,N/A,62.8,4.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Small,N/A,0.2,-24.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Extra Large,N/A,134.2,11.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Large,N/A,77.6,-2.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Large,N/A,177.7,12.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Large,N/A,186.2,30.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Large,N/A,129.3,22.7%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Jumbo,N/A,48.5,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Extra Large,N/A,29.4,-10.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southeast (SE),Extra Large,N/A,26.6,10.5%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Midwest (MW),Extra Large,N/A,30.6,8.1%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Extra Large,N/A,29.7,57.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Extra Large,N/A,14.1,24.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Small,N/A,7.2,-14.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Medium,N/A,118,5.8%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Medium,N/A,8.7,18.0%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Southwest (SW),Medium,N/A,18.6,-10.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,South Central (SC),Medium,N/A,30.4,8.4%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northeast (NE),Ungraded,N/A,8.8,5.7%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,6-Area,Small,N/A,14.8,-6.9%,30-dozen cases in thousands,Shell Eggs,Final
04/08/2024,Northwest (NW),Small,N/A,0.1,-72.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Small,N/A,8.5,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Small,N/A,0.3,10.3%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Large,N/A,59.9,1.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Large,N/A,55.9,32.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Large,N/A,601.9,-0.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Medium,N/A,19.6,21.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Medium,N/A,15.7,3.8%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Medium,N/A,20,-4.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Extra Large,N/A,4.6,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Extra Large,N/A,119.9,-5.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Medium,N/A,111.5,13.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Medium,N/A,7.4,48.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Medium,N/A,20.9,-1.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Medium,N/A,28,36.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Ungraded,N/A,8.3,3.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Small,N/A,15.9,-5.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Small,N/A,0.2,-87.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Small,N/A,4,-9.8%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Small,N/A,1.2,99.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Small,N/A,1.7,113.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Ungraded,N/A,237.7,-4.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Ungraded,N/A,1.5,17.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Ungraded,N/A,9,-3.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Ungraded,N/A,19.4,-1.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Ungraded,N/A,161.1,-6.8%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Ungraded,N/A,38.4,2.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Misc,N/A,2.6,-38.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Misc,N/A,17.2,-12.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Misc,N/A,28.8,3.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Misc,N/A,9,1.3%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Misc,N/A,10.2,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Misc,N/A,67.8,-5.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Jumbo,N/A,2.1,-12.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Jumbo,N/A,3.6,19.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Jumbo,N/A,7.3,-26.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Jumbo,N/A,19.6,4.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Jumbo,N/A,6.7,-15.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Jumbo,N/A,11.5,16.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Large,N/A,79.9,1.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Large,N/A,158.6,-3.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Large,N/A,142.2,1.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Large,N/A,105.4,-10.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Jumbo,N/A,50.8,-2.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Extra Large,N/A,32.9,-0.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Extra Large,N/A,24.1,0.3%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Extra Large,N/A,28.3,52.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Extra Large,N/A,18.8,-43.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Extra Large,N/A,11.3,-18.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Total,N/A,170.8,3.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Total,N/A,252.8,-2.3%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Total,N/A,401.7,0.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Total,N/A,197.2,-11.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Total,N/A,111.3,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Total,N/A,71.7,25.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Total,N/A,1205.5,-1.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,N/A,Breaking Stock,N/A,305.7,3.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Organic,Organic,3.7,31.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Organic,Organic,14.3,8.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Organic,Organic,41.4,-4.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Organic,Organic,9.3,-11.6%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Organic,Organic,18.9,2.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Specialty,Specialty,33.1,3.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Cage-Free,Cage-Free,29.3,2.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Cage-Free,Cage-Free,110.6,1.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Cage-Free,Cage-Free,21.5,3.0%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Cage-Free,Cage-Free,2.9,14.4%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Organic,Organic,90,-0.9%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Organic,Organic,2.5,-3.7%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,6-Area,Cage-Free,Cage-Free,315.6,7.5%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Cage-Free,Cage-Free,49.7,84.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Cage-Free,Cage-Free,101.6,-3.2%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northwest (NW),Specialty,Specialty,1.3,-9.8%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southwest (SW),Specialty,Specialty,3.1,-26.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,South Central (SC),Specialty,Specialty,3.6,34.1%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Southeast (SE),Specialty,Specialty,16.3,9.3%,30-dozen cases in thousands,Shell Eggs,Final
04/01/2024,Northeast (NE),Specialty,Specialty,8.8,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Extra Large,N/A,17.4,12.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Extra Large,N/A,19.5,-14.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Extra Large,N/A,24.2,-25.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Extra Large,N/A,28.9,12.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Extra Large,N/A,20.7,-10.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Jumbo,N/A,43.3,-12.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Large,N/A,127.4,18.5%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Large,N/A,136.7,-25.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Large,N/A,165.2,-5.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Large,N/A,66,5.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Extra Large,N/A,114.5,-7.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Extra Large,N/A,3.8,-1.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Medium,N/A,32.6,-11.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Medium,N/A,20.1,20.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Medium,N/A,16.4,0.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Large,N/A,601.3,-3.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Large,N/A,35.2,3.7%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Large,N/A,70.8,8.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Small,N/A,0.7,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Small,N/A,7.3,-15.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Medium,N/A,117,3.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Medium,N/A,5,24.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Medium,N/A,18.1,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Medium,N/A,24.8,22.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Ungraded,N/A,5.7,17.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Small,N/A,10.6,-4.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Small,N/A,0.2,,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Small,N/A,0.4,23.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Small,N/A,0.8,60.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Small,N/A,1.3,10.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Ungraded,N/A,223.5,6.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Ungraded,N/A,2,0.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Ungraded,N/A,11.3,25.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Ungraded,N/A,28.8,12.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Ungraded,N/A,130.5,8.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Ungraded,N/A,45.1,-7.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Misc,N/A,4.6,56.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Misc,N/A,16.6,5.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Misc,N/A,26.6,-10.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Misc,N/A,11,22.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Misc,N/A,11.1,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Misc,N/A,69.9,1.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Jumbo,N/A,1.7,2.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Jumbo,N/A,4.1,-10.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Jumbo,N/A,9,7.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Jumbo,N/A,13.8,-22.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Jumbo,N/A,6.6,-9.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Jumbo,N/A,8,-19.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Organic,Organic,6,7.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Organic,Organic,11.9,22.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Organic,Organic,15.6,-14.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Organic,Organic,9.6,-5.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Organic,Organic,15.1,5.5%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Specialty,Specialty,46.6,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Cage-Free,Cage-Free,39.3,14.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Cage-Free,Cage-Free,99.7,-7.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Cage-Free,Cage-Free,22.8,-1.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Cage-Free,Cage-Free,4,-5.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Organic,Organic,60.6,1.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Organic,Organic,2.4,49.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Cage-Free,Cage-Free,309.2,2.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Cage-Free,Cage-Free,36.2,0.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Cage-Free,Cage-Free,107.2,11.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Specialty,Specialty,1.4,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Specialty,Specialty,10.3,-14.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Specialty,Specialty,6.9,11.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Specialty,Specialty,17.5,-8.6%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Specialty,Specialty,10.5,7.3%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northeast (NE),Total,N/A,135.3,-0.9%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,N/A,Breaking Stock,N/A,323.8,-7.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,6-Area,Total,N/A,1180.2,-1.8%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Northwest (NW),Total,N/A,47.9,5.4%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southwest (SW),Total,N/A,126.6,9.2%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,South Central (SC),Total,N/A,227,13.1%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Midwest (MW),Total,N/A,365.8,-13.0%,30-dozen cases in thousands,Shell Eggs,Final
05/27/2024,Southeast (SE),Total,N/A,277.6,-1.8%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Small,N/A,8.6,3.2%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Small,N/A,0.7,-8.6%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southwest (SW),Large,N/A,65.4,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northwest (NW),Large,N/A,33.9,-22.8%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,6-Area,Large,N/A,625.8,-6.5%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Medium,N/A,16.4,1.7%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Medium,N/A,16.7,-17.5%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Medium,N/A,37,-4.9%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northwest (NW),Extra Large,N/A,3.8,-16.6%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,6-Area,Extra Large,N/A,123.3,-6.0%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Large,N/A,62.5,-16.5%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Large,N/A,174.2,-5.1%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Large,N/A,182.3,0.8%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,South Central (SC),Large,N/A,107.5,-9.1%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,6-Area,Jumbo,N/A,49.7,3.3%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Extra Large,N/A,23,-12.9%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Extra Large,N/A,25.7,-10.2%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Extra Large,N/A,32.5,-8.0%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,South Central (SC),Extra Large,N/A,22.8,2.7%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southwest (SW),Extra Large,N/A,15.5,9.4%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,N/A,Breaking Stock,N/A,349,-4.0%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,6-Area,Total,N/A,1201.8,-5.4%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northwest (NW),Total,N/A,45.4,-19.9%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southwest (SW),Total,N/A,116,-2.0%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,South Central (SC),Total,N/A,200.8,-7.1%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Total,N/A,420.5,-2.7%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Total,N/A,282.6,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Total,N/A,136.5,-9.7%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Specialty,Specialty,9.8,12.4%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Specialty,Specialty,19.2,6.5%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,South Central (SC),Specialty,Specialty,6.2,6.5%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southwest (SW),Specialty,Specialty,12,3.8%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southwest (SW),Organic,Organic,5.6,31.3%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,South Central (SC),Organic,Organic,9.7,4.0%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Midwest (MW),Organic,Organic,18.1,-20.9%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Southeast (SE),Organic,Organic,10.2,-21.8%,30-dozen cases in thousands,Shell Eggs,Final
05/20/2024,Northeast (NE),Organic,Organic,14.3,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
